,caption,kluster
412,Tuhan itu maha adil. Takdir sudah ditentukan tapi nasib masih bisa diarahkan menjadi lebih baik. Ada kalanya bahagia juga menderita.Jika kamu tidak ingin mendapatkan hal buruk perilaku pun harus tetap dijaga.Jangan sampai kena Karma!!▲ Product Code: Karma△ Product Type: T-Shirt▽ Variant: Urban Batik✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
413,Percaya atau tidak percaya itu adalah hak kalian.Tapi yang pasti Karma itu berlaku lho.. terutama terhadap orang yang sering menyakiti dan melakukan hal yang tidak baik..Gak yakin? Lihat aja nanti!! Pasti akan kena batunya!!Karma itu nyata!!▲ Product Code: Karma△ Product Type: T-Shirt✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Tersedia Lengan Pendek maupun Lengan Panjang.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
414,Hey!!Warna Biru Muda balik lagi nih buat nemenin hari kamu yang cerah.. bareng warna Putih Kuning dan Pastel..Kalo belum siap belanja sekarang save dulu aja dan favoritkan produk isaishodo di online shop kesukaan kamu.Belanjanya mah bisa kapan ajaaa...Eits tapi jangan terlalu santai karena produk isai cepet banget abisnya!!▲ Product Code: Humble△ Product Type: T-Shirt✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Tersedia Lengan Pendek maupun Lengan Panjang.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
415,Karakter Humble itu biasanya banyak disukai orang sekitar. Belum lagi auranya yang berbeda dan pembawaan kharismatik.Pasti punya kenalan yang seperti itu. Tapi isai yakin kamu adalah salah satunya!! Bener kan?Yuk miliki sekarang dan pilih varian Urban Batik favoritmu!!▲ Product Code: Humble△ Product Type: T-Shirt▽ Variant: Urban Batik✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex cocok untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
416,"Hey kamu yang pintar bergaul!! Mudah beradaptasi dan menyesuaikan diri terhadap lingkungannya pasti cocok nih pakai kaos ""Humble"" yang jadi katalog terbaru dari isaishodo. Unisex alias cocok untuk pria maupun wanita.Nihhh jangan lupa cek online shop kami ya belanjanya di sana aja biar free ongkir dan lebih terpercaya.. see you 🤟🏻▲ Product Code: Humble△ Product Type: T-Shirt✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Tersedia Lengan Pendek maupun Lengan Panjang.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo",19
417,Ikut meriahkan kemerdakaan Indonesia yang ke-75 ini bareng kami yuk. Produk Dokuritsu masuk edisi terbatas lhooo...Banyak promo bonus dan ada yang baru dari isaishodo lhoooo.. itu bisa didapatkan untuk setiap pembelian produk. Kira-kira apa ya? Cuma kalian sendiri yang akan tau.. jadi masih mau nunda buat belanja nih?▲ Product Code: Dokuritsu△ Product Type: T-Shirt✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Tersedia Lengan Pendek maupun Lengan Panjang.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
418,"Apakah kamu pernah memikirkan bagaimana perjuangan 1945 hingga merdeka? Sehingga di hari ini kita bisa merasakan kebebasan?Tentu tidak mudah pasti banyak usaha do'a bahkan pengorbanan.Jadi setidaknya kita dapat berbangga dan turut memperingati hari 17 Agustus yang sangat bersejarah bagi Indonesia 🇮🇩 Di hari spesial ini isai punya produk yang tak kalah spesial yaitu ""Dokuritsu"". Dibalut dengan kaos Urban Half pasti bikin outfit kamu makin kereeen!! Udah siap punya koleksi ini? Pesan sekarang!!▲ Product Code: Dokuritsu△ Product Type: T-Shirt▽ Variant: Urban Half✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo",19
419,🇮🇩 Merdekaaa!! 🇮🇩 Sayang banget yaaa tahun ini pasti sulit untuk merasakan kemeriahan 17 Agustus. Meski begitu jangan pudarkan semangatmu untuk menjalani hari!!Oiya momen kemerdekaan seperti apa sih yang kamu kangenin? Komentar di bawah yaaa..Jangan ketinggalan dan mari rayakan bersama dengan belanja di online shop isaishodo. Nikmati banyak promo spesialnya!!▲ Product Code: Dokuritsu△ Product Type: T-Shirt✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Tersedia Lengan Pendek maupun Lengan Panjang.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
420,Baaaanyak banget yang nanya harga spesifikasi warna bahan ongkir dll.Kamu udah baca caption setiap postingan sampe beres belummmm?Padahal hampir semua pertanyaan itu dapat terjawab dengan 1 klik saja lhooo..Gak cuma itu coba cek di online shop isaishodo.. lagi banyak promoo..Buruan serbuuuu!!▲ Product Code: Heiwa△ Product Type: Crewneck● Size: S・M・L・XL・XXL○ Free isai Sticker & Glow Bracelet✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Lihat katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan cek Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,11
421,"Siapa coba yang gak suka kucing? Jarang bangettt..Kucing emang lucu apalagi kalo terlihat manja.. Pasti sulit menolak keimutannya..Buat kalian pecinta kucing nih ada katalog baru ""Heiwa"" yang bisa membuat outfit kamu makin menarik. Sudah bisa dipesan order sekarang juga!!▲ Product Code: Heiwa△ Product Type: Crewneck▽ Variant: Urban Batik● Size: S・M・L・XL・XXL○ Free isai Sticker & Glow Bracelet✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Lihat katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan cek Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo",11
422,Kamu cinta damai kan?Tugas kita di dunia ini untuk saling merangkul dan membantu bukan saling menjauh dan lempar batu.Lihat senyumnya yang tampak bahagia..Jika kita bisa menerima satu sama lain pasti akan saling memahami..Semua seimbang saling melengkapi..▲ Product Code: Heiwa△ Product Type: Crewneck● Size: S・M・L・XL・XXL○ Free isai Sticker & Glow Bracelet✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark untuk kain gelap.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Lihat katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan cek Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,11
423,Produk isaishodo selalu jadi unggulan. Selain dari desain authentic hasil tulisan Kaligrafi Jepang atau Shodō bahannya pun nyaman banget.. bisa buat bepergian maupun daily outfit.Cocok deh untuk suasana apapun..Yuk pesan sekarang banyak promo dan bonus merchandise!!▲ Product Code: Mukatsuku△ Product Type: Crewneck● Size: S・M・L・XL・XXL○ Free isai Sticker & Glow Bracelet✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark untuk kain gelap.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Lihat katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan cek Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,11
424,"Aaaarrrgh!! Cape karena marah-marah sama orang nyebelin. Suka susah denger gak pernah nurut..Nih daripada kamu harus bawel buat nasehatin mereka ada katalog baru ""Mukatsuku"" yang pas banget buat hadepin situasi tersebut!!▲ Product Code: Mukatsuku△ Product Type: Crewneck▽ Variant: Urban Batik● Size: S・M・L・XL・XXL○ Free isai Sticker & Glow Bracelet✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Lihat katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan cek Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo",11
425,Kamu pasti deh punya temen keluarga bahkan pacar yang suka ganggu. Bener kaaan?Iya orang yang suka iseng dan jailin kamu terus..Meski bikin kesel banget tapi tau gak? Ulahnya itu bisa jadi merupakan cara dia untuk menyampaikan rasa sayangnya sama kamu..Orang yang kaya gitu membingungkan ya 😤Siapa sih orang yang menyebalkan bagimu? Mention di komentar 🤔▲ Product Code: Mukatsuku△ Product Type: Crewneck● Size: S・M・L・XL・XXL○ Free isai Sticker & Glow Bracelet✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark untuk kain gelap.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Lihat katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan cek Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,11
426,Gimana? Suka yang mana?Crewneck udah ada 10 pilihan warna nih ada Outerwear baru juga warna Putih yang membuat tampilanmu jadi semakin Classy.isai selalu punya produk berbeda dengan pilihan yang beragam. Sebelum kehabisan mending beli sekarang!!▲ Product Code: Owl isai△ Product Type: Crewneck● Size: S・M・L・XL・XXL○ Free isai Sticker & Glow Bracelet✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark untuk kain gelap.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Lihat katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan cek Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,11
427,isai gak pernah bosen release sesuatu yang baru.Kombinasi dari banyaknya permintaan Owl isai yang dijadikan Outerwear juga Crewneck yang selalu jadi request kalian.Panas? Atau malah bakal kedinginan?Bahan produk isai selalu melalui proses maksimal sehingga Crewneck ini akan adem ketika cuaca panas dan hangat ketika cuaca dingin.Ah langsung order aja deh di sana spesifikasinya lengkap. Pesan sekarang!!▲ Product Code: Owl isai△ Product Type: Crewneck▽ Variant: Urban Batik● Size: S・M・L・XL・XXL○ Free isai Sticker & Glow Bracelet✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Lihat katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan cek Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,11
428,Percaya gak? Kita semua dilahirkan untuk menjadi Genius!!Pasti memiliki hobi atau ketertarikan terhadap sesuatu bukan? Yang membuat harimu jadi menyenangkan. Jika sudah mengetahui apa yang menjadi passionmu. Tinggal kita yang menentukan mengarahkan dan melatihnya.Tidak perlu sama!! Setiap orang memiliki takdir berbeda gapai dengan caramu sendiri 👊🏻▲ Product Code: Owl isai△ Product Type: Crewneck● Size: S・M・L・XL・XXL○ Free isai Sticker & Glow Bracelet✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark untuk kain gelap.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Lihat katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan cek Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,11
429,音: sound noise楽: comfort enjoyDari arti setiap hurufnya saja musik itu berarti suara yang dapat membuat nyaman dan senang.Yup produk isai memang dirancang untuk menyamankan keseharianmu dengan pakaian..Tapi isai harus libur dulu mulai esok. Dan akan buka kembali pada hari Senin 3 Agustus..Semoga libur kita semua menyenangkan yaaa!!Hari ini masih bisa order lhooo... ditunggu yaaa 😉▲ Product Code: Music△ Product Type: T-Shirt✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Tersedia Lengan Pendek maupun Lengan Panjang.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
430,"Apakah kamu tau?Setiap musik yang terdengar merdu di telingamu itu dapat membuatmu nyaman secara emosional. Meningkatkan mood bahkan bisa membuatmu semakin semangat ketika beraktivitas.Karena setiap nadanya itu bisa mewakili hati dari sang pembuat..Selaras dengan ""Music"" produk isai juga cocok untuk menemani keseharianmu.. kapanpun dimanapun 😉Udah siap belanja? Yuk cek di online shop kesukaanmu sekarang juga..▲ Product Code: Music△ Product Type: T-Shirt▽ Variant: Urban Half✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo",19
431,"isai yakin pasti semua orang yang baca caption ini pasti suka ""Music"". Bener kan?Yang membedakan itu hanyalah selera kita saja.Genre apa yang kalian tau?Jenis musik apa yang kalian suka?▲ Product Code: Music△ Product Type: T-Shirt✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Tersedia Lengan Pendek maupun Lengan Panjang.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo",19
432,Proses terbenamnya matahari memang selalu membuat kita takjub. Langit dan laut pun dapat terlihat menjadi lebih cantik. Membuat kita menjadi lebih sadar dan bersyukur atas keindahan alam ciptaan Tuhan..Oiya gimana sih caramu menikmati senja? Share di kolom komentar ya 😎▲ Product Code: Twilight△ Product Type: T-Shirt✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Tersedia Lengan Pendek maupun Lengan Panjang.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
